DISTRICT,LOCATION,PH,EC,TDS,CO3,HCO3,CL,NO3,SO4,F,ALK,CA,MG,TH,NA,K,SAR
Surat,Uskher,7.67,805,539,0,378,43.0,52.0,21.0,0.33,310,16,36.0,190,113.0,2.0,13.8
Surat,Vaheval,7.54,866,580,0,366,64.0,28.0,43.0,0.19,300,32,71.0,370,41.0,0.5,19.1
Surat,Vyara,7.81,679,455,0,317,50.0,27.0,40.0,0.16,260,68,32.0,300,46.0,6.5,23.1
Surat,Wankal/Wadoli,7.87,507,340,0,293,21.0,11.0,23.0,0.24,240,32,41.0,250,26.0,0.2,17.0
Surendranagar,Anindra,7.74,608,407,0,207,36.0,2.0,109.0,3.0,170,80,22.0,290,29.0,1.7,0.7
Surendranagar,Baman Bor,7.67,1422,953,0,427,170.0,98.0,103.0,0.89,350,188,27.0,580,82.0,2.9,1.5
Surendranagar,Dedadra,7.53,888,595,0,476,50.0,6.5,61.0,3.5,390,68,17.0,240,117.0,9.5,3.3
Surendranagar,Jinjuvada,7.62,1077,722,0,378,121.0,2.7,52.0,0.91,310,60,61.0,400,49.0,4.7,1.1
Surendranagar,Juna Devaliya,7.63,1216,815,0,372,149.0,33.0,95.0,1.1,305,40,32.0,230,173.0,6.4,4.9
Surendranagar,Kankavati,7.35,3169,2123,0,293,703.0,104.0,218.0,1.5,240,128,68.0,600,398.0,5.6,7.1
Surendranagar,Kherva,7.52,4801,3217,0,134,1370.0,21.0,218.0,0.95,110,240,195.0,1400,400.0,12.0,4.6
Surendranagar,Lakhtar,7.18,602,403,0,256,43.0,2.4,29.0,1.8,210,48,7.3,150,73.0,7.7,2.6
Surendranagar,Modhvana,7.38,1241,831,0,268,163.0,1.9,98.0,1.2,220,80,46.0,390,73.0,9.5,1.6
Surendranagar,Moti Moladi,7.1,6960,4663,0,207,2024.0,218.0,431.0,0.76,170,60,545.0,2390,500.0,0.81,4.4
Surendranagar,Pipli,7.6,474,318,0,183,36.0,3.3,15.0,0.72,150,24,12.0,110,43.0,4.8,1.8
Surendranagar,Rajsitapur,7.85,2206,1478,0,390,476.0,13.0,66.0,1.6,320,80,54.0,420,300.0,4.6,6.4
Surendranagar,Ratanpur,7.42,3382,2266,0,378,753.0,41.0,287.0,5.2,310,104,112.0,720,426.0,1.1,6.9
Surendranagar,Siyani,7.79,5111,3424,0,342,987.0,8.9,980.0,1.9,280,120,63.0,560,872.0,12.0,16.0
Surendranagar,Sukhpar,7.68,5581,3739,0,305,1278.0,276.0,439.0,5.0,250,84,136.0,770,849.0,6.4,13.3
Surendranagar,Surendranagar,8.04,3585,2402,0,622,675.0,28.0,301.0,4.4,510,40,66.0,370,610.0,1.2,13.8
Surendranagar,Tavi,7.35,350,235,0,146,36.0,2.2,25.0,0.72,120,24,9.7,100,41.0,4.6,1.8
Surendranagar,Than,7.44,4018,2692,0,232,1001.0,61.0,303.0,0.94,190,316,56.0,1020,397.0,3.5,5.4
The Dangs,Ahwa,6.99,1038,695,0,366,99.0,20.0,36.0,0.3,300,52,41.0,300,90.0,11.0,20.4
The Dangs,Ambapada,7.44,379,254,0,195,21.0,15.0,5.0,0.6,160,48,15.0,180,13.0,0.3,20.2
The Dangs,Bardipada,7.3,619,415,0,305,36.0,19.0,5.0,0.4,250,68,27.0,280,20.0,0.2,23.4
The Dangs,Baripada,7.46,418,280,0,183,28.0,9.6,17.0,0.4,150,48,15.0,180,17.0,0.6,20.2
The Dangs,Borigantha,7.55,498,334,0,244,43.0,23.0,22.0,0.18,200,68,24.0,270,17.0,0.4,24.0
The Dangs,Chikhali,7.43,475,318,0,244,14.0,15.0,11.0,0.3,200,56,17.0,210,16.0,0.5,22.1
The Dangs,Chinchpada,7.17,760,509,0,244,78.0,68.0,13.0,0.4,200,80,17.0,270,51.0,2.7,28.5
The Dangs,Dhumkhal,7.43,349,234,0,207,14.0,6.9,35.0,0.4,170,44,22.0,200,15.0,0.3,18.5
The Dangs,Ghubitah,7.58,510,342,0,256,21.0,12.0,6.0,0.3,210,64,10.0,200,26.0,0.3,27.5
The Dangs,Jakhana,7.49,397,266,0,220,14.0,1.9,9.0,0.4,180,40,2.0,110,47.0,0.2,33.8
The Dangs,Kalibel,7.69,638,427,0,317,50.0,11.0,0.0,0.1,260,52,2.0,140,92.0,0.6,43.0
The Dangs,Kamal vihir,7.31,608,407,0,171,36.0,58.0,73.0,0.5,140,80,17.0,270,21.0,1.2,28.5
The Dangs,Mahal,7.48,532,356,0,305,28.0,19.0,10.0,0.3,250,56,34.0,280,17.0,0.9,20.9
The Dangs,Malegam,7.49,553,371,0,183,78.0,16.0,16.0,0.3,150,44,34.0,250,19.0,0.5,18.6
The Dangs,Nanapada,7.38,376,252,0,207,14.0,16.0,14.0,0.4,170,48,17.0,190,13.0,0.3,20.0
The Dangs,Pipri,7.47,333,223,0,195,14.0,14.0,0.0,0.4,160,40,15.0,160,15.0,0.4,18.0
The Dangs,Sakarpatal,7.5,344,230,0,171,21.0,13.0,3.0,0.4,140,48,7.0,150,16.0,0.4,24.7
The Dangs,Sarvar,7.19,267,179,0,159,21.0,1.6,2.0,0.4,130,36,10.0,130,16.0,1.4,17.9
The Dangs,Sodmal,7.7,490,328,0,268,28.0,17.0,20.0,0.19,220,52,27.0,240,25.0,0.3,20.1
The Dangs,Umarpada,7.39,441,295,0,207,28.0,21.0,5.0,0.3,170,56,15.0,200,15.0,0.6,22.5
The Dangs,Vanzatamba,7.62,445,298,0,220,43.0,16.0,19.0,0.15,180,56,19.0,220,25.0,0.4,21.9
The Dangs,Waghai,7.44,424,284,0,244,21.0,14.0,10.0,0.3,200,52,21.0,220,15.0,0.3,20.9
Vadodara,Alladpur,7.33,1150,771,0,439,85.0,58.0,43.0,1.2,360,52,56.0,360,98.0,2.6,2.3
Vadodara,Amreshwar,7.57,3434,2301,0,586,730.0,132.0,85.0,0.58,480,48,73.0,420,593.0,2.9,12.6
Vadodara,Asala,7.38,972,651,0,195,135.0,54.0,99.0,1.1,160,136,12.0,390,44.0,2.0,1.0
Vadodara,Asar,7.71,2450,1642,0,561,252.0,356.0,45.0,6.4,460,32,32.0,210,462.0,6.5,13.9
Vadodara,Baladgam,7.85,1320,884,0,293,92.0,265.0,18.0,1.0,240,32,7.3,110,253.0,2.0,10.5
Vadodara,Bhindol,7.95,2302,1542,0,976,138.0,136.0,18.0,2.6,800,20,73.0,350,367.0,1.9,8.5
Vadodara,Bodeli,7.27,5535,3708,0,573,1021.0,775.0,64.0,1.2,470,220,202.0,1380,640.0,1.6,7.5
Vadodara,Chavaria,7.47,2590,1735,0,525,269.0,445.0,26.0,3.7,430,48,71.0,410,401.0,8.9,8.6
Vadodara,Chhaliyar(राजपुर),7.68,1210,811,0,488,57.0,70.0,61.0,0.84,400,32,63.0,340,119.0,0.9,2.8
Vadodara,Chhota Udepur,7.42,810,543,0,244,78.0,33.0,71.0,1.2,200,68,17.0,240,75.0,0.9,2.1
Vadodara,Chisadia,7.25,1355,908,0,305,149.0,115.0,114.0,0.35,250,92,63.0,490,83.0,5.0,1.6
Vadodara,Devat (Thadgam),7.35,3650,2446,0,317,823.0,350.0,54.0,0.13,260,104,173.0,970,390.0,6.3,5.4
Vadodara,Ferkuva,7.44,901,604,0,403,28.0,45.0,37.0,0.99,330,88,41.0,390,25.0,1.9,0.6
Vadodara,Ghamodi,7.65,4025,2697,0,915,553.0,421.0,44.0,1.6,750,32,97.0,480,702.0,1.5,13.9
Vadodara,Govindpura,7.26,2760,1849,0,207,716.0,130.0,77.0,0.21,170,196,175.0,1210,77.0,3.6,1.0
Vadodara,Jojh or Joz,7.48,1376,922,0,439,142.0,81.0,47.0,0.96,360,32,88.0,440,112.0,0.9,2.3
Vadodara,Juna_ Samalya,7.31,4000,2680,0,366,688.0,650.0,52.0,0.76,300,56,165.0,820,538.0,1.8,8.2
Vadodara,Karamasiya(Kheda),7.56,1030,690,0,451,78.0,10.0,31.0,1.8,370,24,68.0,340,79.0,2.2,1.9
Vadodara,Kevada Bag,7.46,653,438,0,256,35.0,50.0,21.0,1.0,210,48,36.0,270,27.0,0.5,0.7
Vadodara,Kevdi,7.32,1115,747,0,232,149.0,98.0,68.0,0.68,190,56,44.0,320,109.0,0.8,2.7
Vadodara,Masor,7.36,790,529,0,268,78.0,20.0,53.0,0.71,220,40,39.0,260,60.0,1.9,1.6
Vadodara,Moti Chikhali,7.28,800,536,0,268,35.0,68.0,73.0,0.37,220,96,29.0,360,16.0,3.3,0.4
Vadodara,ONGC,7.27,870,583,0,329,32.0,70.0,55.0,0.82,270,60,61.0,400,13.0,3.7,0.3
Vadodara,Panwad,7.48,3200,2144,0,610,461.0,375.0,76.0,1.3,500,44,131.0,650,429.0,17.0,7.3
Vadodara,Patiyapura,7.19,1150,771,0,207,106.0,157.0,111.0,0.18,170,112,49.0,480,41.0,1.5,0.8
Vadodara,Pavi(Jetpur),7.47,2460,1648,0,525,255.0,340.0,106.0,1.3,430,56,78.0,460,326.0,45.0,6.6
Vadodara,Peetha,8.12,2520,1688,0,769,206.0,275.0,63.0,1.5,630,12,41.0,200,484.0,1.9,14.9
Vadodara,Saidal,8.12,1930,1293,0,598,170.0,158.0,87.0,1.3,490,24,44.0,240,331.0,5.9,9.3
Vadodara,Saidivasana,7.73,565,379,0,220,35.0,26.0,30.0,0.1,180,52,17.0,200,38.0,0.5,1.2
Vadodara,Sama,7.87,3925,2630,0,671,397.0,790.0,34.0,0.98,550,28,136.0,630,580.0,50.0,10.1
Vadodara,Sengpur,7.85,715,479,0,305,43.0,11.0,45.0,0.35,250,60,36.0,300,25.0,1.2,0.6
Vadodara,Sinor,7.35,1320,884,0,439,106.0,95.0,59.0,0.17,360,60,105.0,580,34.0,0.3,0.6
Vadodara,Tundav,7.36,3201,2145,0,451,348.0,600.0,137.0,0.87,370,64,214.0,1040,245.0,23.0,3.3
Vadodara,Vagudan,7.46,683,458,0,98,71.0,135.0,27.0,0.26,80,24,19.0,140,94.0,0.8,3.5
Vadodara,Vega,7.45,2820,1889,0,561,291.0,485.0,40.0,0.67,460,44,58.0,350,482.0,3.5,11.2
Vadodara,Vejpur2,7.68,2040,1367,0,610,170.0,215.0,66.0,1.9,500,44,39.0,270,345.0,0.6,9.1
Vadodara*,SAVLI,7.16,3665,2456,0,903,333.0,375.0,290.0,1.0,740,36,129.0,620,445.0,200.0,7.8
Valsad,Ambatalat,7.57,826,553,0,342,78.0,10.0,90.0,0.3,280,68,61.0,420,34.0,0.3,23.4
Valsad,Awdha,7.71,587,393,0,305,71.0,4.1,15.0,0.14,250,100,15.0,310,28.0,0.2,20.6
Valsad,Chavsala,7.72,528,354,0,183,78.0,16.0,27.0,0.17,150,56,24.0,240,29.0,7.8,21.3
Valsad,Dahli (Bhilad),7.76,744,498,0,281,85.0,18.0,37.0,0.18,230,88,19.0,300,46.0,0.6,29.9
Valsad,Dharampur,7.56,713,478,0,305,71.0,13.0,27.0,0.34,250,56,51.0,350,21.0,0.2,21.3
Valsad,Kanadu,7.86,433,290,0,220,36.0,2.2,29.0,0.31,180,40,27.0,210,25.0,0.7,17.6
Valsad,Karwad,7.8,886,594,0,342,99.0,17.0,47.0,0.17,280,72,46.0,370,53.0,10.2,23.7
Valsad,Lakadmal,7.6,435,291,0,159,57.0,11.0,31.0,0.17,130,48,22.0,210,20.0,0.9,19.5
Valsad,Phali,7.8,352,236,0,183,43.0,2.4,12.0,0.05,150,44,17.0,180,21.0,2.7,19.0
Valsad,Tumb,7.88,754,505,0,268,85.0,19.0,19.0,0.56,220,44,44.0,290,45.0,0.6,19.0
Valsad,Udwada,7.74,1025,687,0,305,128.0,40.0,73.0,0.29,250,96,54.0,460,35.0,0.6,27.2
Valsad,Umargam,7.85,810,543,0,281,92.0,34.0,35.0,0.07,230,44,54.0,330,45.0,5.7,19.5
Valsad,Wankal,7.74,675,452,0,366,36.0,22.0,40.0,0.48,300,40,46.0,290,56.0,1.3,10.9
