S.No,District,Taluka,Location,pH,EC,TDS,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,NO3,SO4,F,Alk,Fe
451,Sabarkantha,BHILODA,Punasan,7.89,872,584,310,80,26,61,0.8,0,390,57,26,19,0.28,320,0
452,Sabarkantha,HIMATNAGAR,Ramgarh,7.99,3783,2535,1100,160,168,360,26.9,0,683,886,65,3,0.75,560,0.447
453,Sabarkantha,IDAR,Revas,7.9,1869,1252,700,148,79,95,5.6,0,403,227,230,61,1,330,0.013
454,Sabarkantha,BAYAD,Sathamba,8.09,1290,864,540,88,77,63,3.2,0,610,92,25,22,0.75,500,0.014
455,Sabarkantha,MODASA,Seenawad,7.64,1744,1168,700,200,48,105,12.4,0,561,231,155,12,0.5,460,0.082
456,Sabarkantha,BHILODA,Shamlaji,7.72,1600,1072,620,180,41,56,9.1,0,610,71,130,33,0.35,500,2.056
457,Sabarkantha,KHEDBRAHMA,Silwad,7.7,4651,3116,1800,200,312,280,9.8,0,512,1205,110,170,0.86,420,0.898
458,Sabarkantha,BHILODA,Takatuka_1,8.05,1836,1230,490,64,79,230,1.2,0,525,355,58,4,0.76,430,0
459,Sabarkantha,Talod,Umedpura,8.02,1512,1013,440,60,70,210,0.4,0,647,177,105,25,1.1,530,0.28
460,Sabarkantha,VIJAYNAGAR,Vijaynagar1,7.83,1100,737,330,72,36,105,4.5,0,427,128,16,11,0.5,350,0.076
461,Sabarkantha,HIMATNAGAR,Virpur_1(Himmat),8.05,900,603,240,76,12,84,0.8,0,403,28,45,13,0.75,330,0.084
462,Sabarkantha,Himmatnagar,Vaktapur,8.12,2919,1956,950,160,132,280,2.4,0,488,638,105,154,0.86,400,0
,Sabarkantha,VADALI,Vadali,,,,,,,,,,,,,,,,0.117
463,Surat,VADALI,Wadali,7.98,2748,439,700,152,78,310,2.6,0,439,625,12,105,0.93,360,0.272
464,Surat,BARDOLI,Allu,8.06,610,409,250,24,46,47,0.5,0,342,36,6,14,0.52,280,0.149
465,Surat,VYARA,Bedchit,7.64,1583,1061,610,92,92,110,0.2,0,500,263,23,42,0.65,410,0.1
466,Surat,Mangrol,Bhatkol,8.02,865,580,200,32,29,115,1.2,0,366,92,3,13,0.9,300,0.357
467,Surat,UMARPADA,Chavada2,7.79,363,243,170,36,19,23,0.5,0,220,21,5,4,0.4,180,1.33
468,Surat,Kemraj,Digas,8.28,898,602,160,4,36,169,0.7,0,512,36,40,21,0.89,420,0.064
469,Surat,MANGROL,Dungri,7.74,1491,999,420,88,49,180,7.2,0,610,185,44,10,0.38,500,0.267
470,Surat,SONGADH,Jesingpura[sg],7.87,668,448,280,28,51,24,1,0,342,28,2,9,0.24,280,0.184
471,Surat,UMARPADA,Juna umarpada,8.05,458,307,170,40,17,25,1.1,0,207,28,7,8,0.4,170,0.437
472,Surat,Bardoli,Kadod 1,8.14,522,350,110,24,12,80,0.5,0,268,28,7,17,0.46,220,0.438
473,Surat,KAMREJ,Kathor,7.9,1489,998,400,24,83,163,0.6,0,586,178,0,18,0.43,480,0.614
474,Surat,Valod,Kelkui,7.96,463,310,190,56,12,26,0,0,232,36,1,3,0.25,190,0.82
475,Surat,Songarh,Kherwada,7.92,591,396,160,28,22,66,1.3,0,268,36,20,15,0.4,220,0.195
476,Surat,MANDVI,Mandvi2,7.76,1014,679,280,44,41,109,0.5,0,329,92,65,59,0.56,270,0.455
477,Surat,Bardoli,Mota,8.18,2481,1662,540,40,107,345,1.6,0,573,511,20,69,0.89,470,0.074
478,Surat,VYARA,Moti Chher,7.73,462,310,130,36,10,46,1.4,0,171,43,31,2,0.35,140,0.197
479,Surat,Mandavi,Moti Sarkui,7.87,722,484,210,48,22,60,0.5,0,256,50,32,31,0.42,210,0.162
480,Surat,KAMREJ,Navi pardi,7.88,1509,1011,370,52,34,231,9.9,0,464,249,16,117,0.52,380,0.506
481,Surat,MANDVI,Nogama,7.84,804,539,220,40,29,80,0.2,0,256,64,46,52,0.45,210,0.069
482,Surat,OLPAD,Olpad2,8.19,1713,1148,180,24,29,290,61.7,0,732,156,29,12,1.37,600,0.15
483,Surat,PALSANA,Palsana,7.94,930,623,200,32,29,126,7.4,0,366,107,2,18,0.3,300,0.265
484,Surat,MANGROL,Paneshwar,7.78,1617,1083,490,132,39,128,1.3,0,195,383,16,45,0.42,160,0.069
485,Surat,BARDOLI,Sarbhon,8.07,1042,698,220,24,39,140,1.3,0,464,78,17,16,1.03,380,0.173
486,Surat,CHORASI,Sultanabad,8.21,1226,821,290,36,49,146,18.6,0,488,115,28,19,0.25,400,0.044
487,Surat,KAMREJ,Syan,7.92,1733,1161,550,64,95,150,0.6,0,342,376,35,28,0.44,280,0.945
488,Surat,BARDOLI,Ten-bardoli,8.12,617,413,230,24,29,36,0.2,0,293,36,10,7,0.43,240,0.272
489,Surat,UCHCHHAL,Uchchhal1,7.74,803,538,280,36,46,57,0.7,0,305,57,48,32,0.35,250,0.092
490,Surat,MANDVI,Ushker,7.74,790,529,160,32,19,107,2.3,0,317,36,35,50,0.42,260,0.078
491,Surat,Mahuva,Vaheval,7.52,788,528,300,76,27,48,0.3,0,366,57,17,8,0.4,300,0.05
492,Surat,VALOD,Valod,8.01,446,299,160,28,22,80,0.1,0,268,28,2,69,0.3,220,0
493,Surat,VYARA,Vyara1,8.06,301,202,90,20,10,38,2.4,0,183,14,0,2,0.3,150,0.287
494,Surat,Chorasi,Gavier,7.7,1351,905,500,92,66,92,13.1,0,488,107,17,127,0.29,400,0.418
495,Surendranagar,DASADA,Adriyana,8.03,7582,5080,1350,160,231,1172,35,0,268,1988,31,777,1.35,220,0.162
496,Surendranagar,Wadhvan,Anindra,8.04,650,436,260,56,29,38,5.5,0,293,50,7,20,1.66,240,0.087
497,Surendranagar,CHOTILA,Bamanbor,8.28,656,440,210,36,29,66,1.7,0,220,71,50,29,0.5,180,0
498,Surendranagar,Dasada,Dhama,8.07,1783,1195,280,40,44,266,54.4,0,549,234,46,31,1.68,450,0.012
499,Surendranagar,Sayla,Dhandhalpur 1,8.28,990,663,180,36,22,152,3.8,0,439,71,23,26,1.5,360,0.056
500,Surendranagar,Sayla,Dhedhuki 1,8.07,1142,765,280,56,34,127,4.6,0,305,185,4,36,0.45,250,0.104
501,Surendranagar,HALVAD,Halvad2,8,302,202,130,32,12,25,2.2,0,183,14,2,11,0.35,150,0
502,Surendranagar,DASADA,Jhinjhuwada,8.02,982,658,230,36,34,103,11.1,0,366,99,8,3,0.94,300,0
503,Surendranagar,Halvad,Juna Devliya 1,8.16,1346,902,220,48,24,204,8,0,427,199,27,5,0.8,350,0.235
504,Surendranagar,DASADA,Kherwa,7.98,968,649,190,44,19,132,8,0,305,149,3,9,0.85,250,0.094
505,Surendranagar,LAKHTAR,Lakhtar,8.04,796,533,160,44,12,108,9.1,0,329,78,3,7,1.41,270,0.024
506,Surendranagar,LIMBDI,Limbdi1,7.9,3175,2127,400,72,54,393,155,0,1257,270,51,270,1.4,1030,0.27
507,Surendranagar,Chotila,Moti Moladi,7.7,7380,4945,3100,320,559,200,1.1,0,268,1775,48,710,0.45,220,0.128
508,Surendranagar,MULI,Muli,8.28,3275,2194,260,48,34,635,1.2,0,622,696,42,90,3.28,510,0.096
509,Surendranagar,Dasada,Pipli,7.96,536,359,160,28,22,62,7.5,0,220,57,8,24,0.65,180,0.046
510,Surendranagar,DHRANGADHRA,Rajsitapur,8.65,1325,888,110,20,13,256,5,72,317,192,11,0,1.38,380,0
511,Surendranagar,MULI,Sara,7.65,3485,2335,720,192,58,447,11.4,0,354,738,70,276,1.3,290,0.002
512,Surendranagar,MULI,Sarla,8,1424,954,410,108,34,156,32.1,0,464,199,70,25,0.8,380,0.11
513,Surendranagar,LIMBDI,Shiyani,7.83,1059,710,200,68,7,145,9.3,0,317,135,40,28,0.58,260,0.721
514,Surendranagar,Sayla,Sudamda,7.59,3565,2389,1220,304,112,260,2.2,0,195,809,165,323,0.25,160,0.31
515,Surendranagar,DASADA,Visawadi,8.05,3522,2360,640,120,83,508,17.8,0,366,795,95,221,0.85,300,0
516,Surendranagar,LAKHTAR,Vitthalgarh,7.88,2863,1918,560,184,24,392,29.7,0,366,525,22,330,0.44,300,0.079
517,The dangs,WADHWAN,Warod,7.99,991,664,230,64,17,154,34.5,0,464,85,23,40,0.95,380,2.104
518,The dangs,The dangs,Aherdi,7.8,337,226,180,40,19,29,0.3,0,220,21,6,27,0.04,180,0.277
519,The dangs,The dangs,Ahwa1,7.73,893,598,300,76,27,63,12.3,0,256,114,23,44,0.1,210,0.089
520,The dangs,The Dangs,Ambapada,8.2,367,246,190,48,17,20,0.5,0,244,21,3,1,0.2,200,0.346
521,The dangs,The Dangs,Bori Goatha 1,7.76,477,320,240,64,19,18,0.3,0,220,28,16,43,0.25,180,0.532
522,The dangs,The Dang,Boripada,7.74,380,255,190,52,15,14,0,0,195,28,7,13,0.36,160,0
523,The dangs,The dangs,Chikhli,7.89,400,268,200,52,17,21,0.2,0,244,14,1,24,0.05,200,1.577
524,The dangs,The dangs,Chinchnogaotha,7.57,656,440,290,76,24,13,0.4,0,244,50,41,13,0.2,200,0.016
525,The dangs,The dangs,Dhumkal,7.69,362,243,170,28,12,29,3.1,0,244,14,1,11,0.2,200,0.142
526,The dangs,The dangs,Ghubita,7.59,407,273,190,52,15,34,0.7,0,256,21,4,20,0.15,210,0.566
527,The dangs,The dangs,Jakana,8.24,548,367,240,68,17,17,0.7,0,195,43,47,17,0.2,160,0.123
528,The dangs,The dangs,Kalibel,7.61,1114,746,470,96,56,62,16.6,0,354,178,9,51,0.12,290,1.544
529,The dangs,The dangs,Malegaon,7.94,394,264,170,48,12,17,0.7,0,195,28,6,2,0.25,160,0.603
530,The dangs,The dangs,Nadak khadi,7.99,442,296,210,44,24,21,0.5,0,244,21,15,12,0.36,200,0.165
531,The dangs,The dangs,Nana pada,7.92,396,265,190,48,17,15,0.4,0,244,14,2,1,0.12,200,0.471
532,The dangs,The dangs,Sodmal,7.87,413,277,200,52,17,17,0.3,0,244,21,3,4,0.2,200,0.337
533,The dangs,The dangs,Subir,7.74,393,263,170,40,17,24,1.2,0,207,28,4,8,0.2,170,0.23
534,The dangs,The dangs,Umberpada,7.83,359,241,180,44,17,27,0.1,0,244,21,0,8,0.15,200,23.71
535,The dangs,The dangs,Vazat Amba,7.7,441,295,220,48,24,15,0.2,0,232,28,9,14,0.12,190,0.085
536,Vadodara,SANKHEDA,Alladpur,8.25,1582,1060,520,108,60,138,21.1,0,659,156,35,25,1.15,540,0.022
537,Vadodara,DABHOI,Amreshwar,8.02,2852,1911,900,100,156,230,11.2,0,354,638,17,176,0.52,290,0.058
538,Vadodara,CHHOTA UDAIPUR,Asala,7.63,1109,743,420,152,10,48,0.9,0,232,184,74,8,1.12,190,0.059
539,Vadodara,SAVLI,Chhaliyar,8.41,794,532,270,20,53,66,1.3,72,195,35,20,64,0.48,280,0
540,Vadodara,CHHOTA UDAIPUR,Chhota udepur,8.2,1188,796,280,64,29,154,5,0,586,78,11,6,3,480,0.017
541,Vadodara,KAVANT,Devat (thadgam),8.04,1360,911,540,76,84,80,2.9,0,598,113,49,18,1.49,490,0.054
542,Vadodara,CHHOTA UDAIPUR,Ferkuva,8.02,1086,728,490,108,53,35,7.4,0,403,106,46,44,0.58,330,0.014
543,Vadodara,CHHOTA UDAIPUR,Ghamodi,7.08,360,241,120,44,2.4,30,1.1,0,159,21,4,18,1.25,130,0.523
544,Vadodara,SANKHEDA,Govindpura,8.07,1798,1205,400,44,70,220,35,0,415,291,48,77,1.3,340,0.028
545,Vadodara,SAVLI,Juna samalya,8.1,1610,1079,390,60,58,200,34,0,427,220,50,112,1.4,350,0.01
546,Vadodara,Vadodara City,Kevada Bag,8.29,1590,1065,170,24,26,310,4.1,0,683,142,38,45,1.22,560,0.195
547,Vadodara,CHHOTA UDAIPUR,Kevadi,7.95,476,319,190,48,17,36,2.1,0,207,28,14,42,1.22,170,0.372
548,Vadodara,SANKHEDA,Makni,7.98,1586,1063,570,128,60,107,4.8,0,244,170,100,267,0.5,200,0.032
549,Vadodara,PADRA,Masor,8.37,1272,852,150,20,24,250,2.1,132,293,50,10,140,2.88,460,0.044
550,Vadodara,KAVANT,Moti chikhali,8.23,545,365,200,28,31,44,0.6,0,207,28,22,60,2.2,170,0.087
551,Vadodara,Vadodara City,ONGC,8.41,2988,2002,700,120,96,370,2,144,293,532,7,245,1.4,480,0.45
552,Vadodara,KAVANT,Panwad,8.1,855,573,380,76,46,35,11.4,0,159,92,56,142,0.6,130,0.153
553,Vadodara,VAGHODIA,Patiyapura,8.19,1034,693,390,44,67,90,3.4,0,378,106,21,101,0.8,310,0
554,Vadodara,JETPUR PAVI,Pavi,7.96,2549,1708,750,160,84,270,7.8,0,281,461,17,414,1.03,230,0
555,Vadodara,SANKHEDA,Pitha,8.13,1830,1226,580,88,86,150,29.6,0,476,262,29,111,0.9,390,0
556,Vadodara,VAGHODIA,Saidal,8.64,3112,2085,550,140,48,489,7,60,659,496,10,241,1.8,640,0
557,Vadodara,KAVANT,Saidivasana,8.54,2937,1968,700,120,96,375,40,192,171,461,12,369,1,460,0
558,Vadodara,NASVADI,Sengpur,7.97,596,399,270,44,38,31,0.7,0,195,50,60,54,0.53,160,0
559,Vadodara,SINOR,Sinor,8.14,1303,873,620,92,94,40,13.6,0,512,106,39,99,0.54,420,0
560,Vadodara,SAVLI,Tundav,8.18,1758,1178,480,52,84,144,71,0,329,284,120,19,0.38,270,0
561,Vadodara,DABHOI,Vega,8.18,1206,808,320,48,48,140,22,0,293,256,16,4,0.37,240,0.004
562,Vadodara,SAVLI,Vejpur2,7.97,4392,2943,1350,240,180,364,50,0,610,815,24,438,0.7,500,0
563,Valsad,Naswadi,Waghach,7.79,434,291,210,48,22,13,0.4,0,244,14,2,16,0.12,200,0.378
564,Valsad,DHARAMPUR,Awadha,7.75,672,450,180,36,22,73,0.3,0,342,36,5,2,0.15,280,0.093
565,Valsad,KAPRADA,Chavshala,7.72,664,445,230,72,12,40,12.4,0,305,43,7,0,0.14,250,0.685
566,Valsad,UMBERGAON,Dahli (bhilad),7.87,770,516,270,56,32,53,0.1,0,317,64,11,24,0.16,260,0.174
569,Valsad,DHARAMPUR,Dharampur 3,7.66,691,463,300,68,32,33,0.6,0,329,57,6,15,0.24,270,0.234
570,Valsad,UMBERGAON,Kanadu,8.05,522,350,180,40,19,38,0.5,0,256,28,2,10,0.47,210,0.198
571,Valsad,PARDI,Karwad,7.99,968,649,250,52,29,99,10.8,0,427,71,8,5,0.65,350,0.116
572,Valsad,KAPRADA,Mandwa,7.91,467,313,170,44,15,28,0.9,0,195,36,17,6,0.03,160,0.381
573,Valsad,VALSAD,Muli1,8.04,1900,1273,460,136,29,230,1.6,0,268,419,10,127,0.63,220,0.712
574,Valsad,KAPRADA,Nanaponda,7.44,1516,1016,400,132,19,165,0.6,0,268,284,11,119,0.2,220,0.061
575,Valsad,UMBERGAON,Tumb,7.97,864,579,240,36,36,90,0.8,0,366,71,9,23,1,300,0.06
576,Valsad,PARDI,Udwada,7.71,1090,730,340,68,41,99,1.3,0,317,171,36,21,0.25,260,0.623
577,Valsad,UMBERGAON,Umargaon,8,991,664,270,44,39,106,5.3,0,415,92,18,13,0.23,340,0.15
578,Valsad,PARDI,Vapi ( Balitha),7.94,646,433,210,56,19,53,1.1,0,159,50,17,105,0.22,130,0.313
