District,Location,pH,EC,TDS,CO3,HCO3,Cl,NO3,SO4,F,Alk,Ca,Mg,TH,Na,K
Dohad,Dahod Garege,8.03,1792.0,1201,0.0,342,305,135,72.0,0.7,280,60,67.0,430.0,217.0,4.1
Dohad,Dahod GEB,8.04,1715.0,1149,,537,234,70,71.0,1.28,440,32,77.0,400.0,234.0,2.8
Dohad,Dahod1 (Forest),8.27,2079.0,1393,0.0,537,305,195,8.0,2.7,440,72,62.0,440.0,280.0,6.8
Dohad,Dahod2 (Jilla Se,a)8.11,926.0,620,0.0,244,106,100,64.0,1.28,200,68,43.0,350.0,70.0,1.3
Dohad,Devgadh Baria,7.86,1300.0,871,0.0,293,241,40,33.0,1.0,240,64,36.0,310.0,158.0,5.0
Dohad,Garadu,8.23,716.0,480,,342,43,9,40.0,0.9,280,36,29.0,210.0,84.0,4.1
Dohad,Garbara,7.99,4650.0,3116,0.0,695,886,440,199.0,2.7,570,160,168.0,1100.0,600.0,0.8
Dohad,Kanjetha,8.11,840.0,563,0.0,427,43,14,7.0,1.0,350,36,31.0,220.0,98.0,4.2
Dohad,Limbdi2,7.72,1956.0,1311,0.0,305,518,23,15.0,0.77,250,168,67.0,700.0,140.0,11.0
Dohad,Panchwada,8.14,1093.0,732,0.0,500,57,20,33.0,3.2,410,32,65.0,350.0,92.0,5.2
Dohad,Sarswa,8.12,927.0,621,0.0,427,57,22,8.0,0.96,350,112,14.0,340.0,50.0,9.1
Dohad,Sukhsar,8.52,980.0,657,36.0,378,57,45,12.0,0.9,370,52,22.0,220.0,130.0,1.7
Dohad,Tokarba,7.90,956.0,641,0.0,366,113,37,28.0,1.29,300,52,58.0,370.0,71.0,3.7
Dohad,Varamkheda,8.13,715.0,479,0.0,293,71,9,72.0,1.2,240,44,55.0,340.0,40.0,2.3
Gandhinagar,Paliya,8.27,1509.0,1011,0.0,220,411,27,93.0,0.45,180,32,53.0,300.0,270.0,10.0
Gandhinagar,Serthapara,7.96,3694.0,2475,0.0,1476,355,140,40.0,1.04,1210,200,132.0,1050.0,356.0,40.0
Jamnagar,Ambaliya,8.49,4443.0,2977,108.0,695,909,4,160.0,5.52,750,48,117.0,600.0,751.0,16.7
Jamnagar,Ambardi,8.06,1422.0,953,0.0,445,192,50,66.0,0.76,365,60,61.0,400.0,161.0,1.7
Jamnagar,Amran1,8.26,826.0,553,0.0,390,78,2,34.0,0.8,320,52,10.0,170.0,138.0,3.3
Jamnagar,Aramda,8.42,2787.0,1867,132.0,525,497,46,21.0,1.1,650,80,49.0,400.0,470.0,38.0
Jamnagar,Balwa,8.15,1199.0,803,0.0,439,185,18,23.0,0.45,360,128,41.0,490.0,80.0,4.0
Jamnagar,Bed,8.28,2223.0,1489,0.0,512,327,165,85.0,0.26,420,176,15.0,500.0,280.0,7.2
Jamnagar,Bedanpur,7.80,4655.0,3119,0.0,183,1321,190,141.0,0.45,150,416,197.0,1860.0,220.0,1.2
Jamnagar,Bhanvad,8.13,988.0,662,0.0,317,128,60,69.0,0.39,260,56,49.0,340.0,103.0,0.7
Jamnagar,Bhogat,8.25,2423.0,1623,0.0,183,582,39,183.0,2.54,150,104,78.0,580.0,290.0,6.7
Jamnagar,Changa,8.09,1544.0,1034,0.0,232,334,30,88.0,0.45,190,108,46.0,460.0,149.0,0.9
Jamnagar,Dhrol2,8.05,1845.0,1236,0.0,586,320,6,20.0,0.43,480,64,80.0,490.0,218.0,4.9
Jamnagar,Dudhai2,8.27,719.0,482,0.0,366,71,2,26.0,0.45,300,36,19.0,170.0,120.0,2.2
Jamnagar,Dwarka,8.02,2753.0,1845,0.0,366,625,125,40.0,0.29,300,80,58.0,440.0,412.0,28.2
Jamnagar,Haripur2,8.05,1172.0,785,0.0,244,163,165,51.0,0.7,200,96,24.0,380.0,111.0,0.5
Jamnagar,Jambuda,8.26,1074.0,720,0.0,329,163,36,33.0,0.77,270,24,44.0,240.0,151.0,0.3
Jamnagar,Jamnagar2,8.06,1137.0,762,0.0,317,178,21,55.0,0.39,260,48,32.0,250.0,156.0,0.5
Jamnagar,Juvanpur,8.07,2476.0,1659,0.0,366,525,190,30.0,0.3,300,88,92.0,600.0,292.0,4.1
Jamnagar,Kalawad,8.28,968.0,649,0.0,366,114,25,76.0,0.44,300,40,59.0,320.0,112.0,2.4
Jamnagar,Kalyanpur1,7.92,1296.0,868,0.0,268,277,26,24.0,0.5,220,48,27.0,230.0,199.0,1.8
Jamnagar,Kalyanpur2,8.2,3979.0,2666,0.0,610,923,80,105.0,4.32,500,104,146.0,860.0,526.0,2.2
Jamnagar,Khirsara,7.89,3248.0,2176,0.0,207,852,230,41.0,0.2,170,240,126.0,1120.0,228.0,2.3
Jamnagar,Kuvadia,8.28,823.0,551,0.0,305,92,50,48.0,0.4,250,76,29.0,310.0,75.0,1.2
Jamnagar,Lalpur1,8.05,1385.0,928,0.0,342,234,43,74.0,0.25,280,52,58.0,370.0,164.0,0.6
Jamnagar,Lamba,7.92,4255.0,2851,0.0,268,1108,95,233.0,0.62,220,192,117.0,960.0,535.0,2.0
Jamnagar,Manpur,7.71,2972.0,1991,0.0,159,809,30,202.0,0.2,130,320,112.0,1260.0,120.0,0.5
Jamnagar,Mojap,8.28,5226.0,3501,0.0,610,1456,12,16.0,1.6,500,160,109.0,850.0,810.0,58.1
Jamnagar,Mota kalawad,7.79,3039.0,2036,0.0,195,809,13,242.0,0.4,160,272,136.0,1240.0,156.0,2.0
Jamnagar,Moti matli,8.07,929.0,622,0.0,305,135,43,22.0,0.51,250,52,24.0,230.0,125.0,1.4
Jamnagar,Nikava,8.28,1079.0,723,0.0,488,142,7,10.0,0.39,400,68,34.0,310.0,138.0,12.6
Jamnagar,Pindara,7.94,3526.0,2362,0.0,120,1008,5,192.0,0.5,98,224,112.0,1020.0,333.0,10.4
Jamnagar,Raval,7.92,1249.0,837,0.0,305,234,28,17.0,0.29,250,56,41.0,310.0,145.0,0.4
Jamnagar,Salaya,8.94,1659.0,1112,132.0,306,135,155,70.0,1.4,471,12,12.0,80.0,361.0,13.4
Jamnagar,Samrasar,7.75,10650.0,7136,0.0,451,3799,4,87.0,4.32,370,320,413.0,2500.0,1565.0,18.9
Jamnagar,Seth vadala,8.08,1284.0,860,0.0,281,185,105,138.0,0.35,230,72,354.0,470.0,117.0,0.4
Jamnagar,Toda,8.21,1206.0,808,0.0,220,135,230,65.0,0.31,180,108,46.0,460.0,77.0,0.8
Jamnagar,Vadtara,8.27,1113.0,746,0.0,488,114,40,52.0,0.45,400,88,49.0,420.0,106.0,7.1
Jamnagar,Varwada,7.52,8026.0,5377,0.0,268,2698,50,185.0,0.8,220,360,231.0,1850.0,1131.0,14.2
Jamnagar,Vedpanchasara,8.27,1052.0,705,0.0,512,99,21,39.0,0.5,420,76,36.0,340.0,129.0,0.4
Jamnagar,Vijarkha,8.15,964.0,646,0.0,293,156,35,22.0,0.6,240,52,22.0,220.0,136.0,0.8
Junagadh,Ajotha,7.97,1389.0,931,0.0,268,269,34,106.0,0.64,220,89,77.0,530.0,98.0,1.8
Junagadh,Antroli,7.51,10410.0,6975,0.0,146,3728,52,425.0,0.02,120,500,44.0,3050.0,1325.0,21.1
Junagadh,Arena,7.49,10250.0,6868,0.0,146,2876,50,806.0,0.2,120,760,158.0,2550.0,1177.0,33.5
Junagadh,Bamanwara,7.3,8244.0,5523,0.0,110,3018,76,244.0,0.25,90,880,401.0,3850.0,399.0,4.2
Junagadh,Bantva,8.0,5505.0,3688,0.0,598,1448,37,134.0,0.67,490,168,112.0,880.0,851.0,12.3
Junagadh,Bhimdeval,7.94,1039.0,696,0.0,317,113,49,115.0,0.75,260,64,65.0,430.0,70.0,2.2
Junagadh,Bilkha,7.84,1854.0,1242,0.0,512,312,140,15.0,0.68,420,80,126.0,720.0,127.0,0.6
Junagadh,Budhecha,8.23,1820.0,1219,0.0,500,369,49,3.0,0.8,410,152,44.0,560.0,194.0,4.3
Junagadh,Dhokadva,8.29,680.0,456,0.0,354,35,6,4.0,0.86,290,44,41.0,280.0,33.0,2.0
Junagadh,Galodar,8.01,1734.0,1162,0.0,183,383,4,161.0,0.3,150,48,34.0,260.0,280.0,2.9
Junagadh,Girgadhada,7.99,709.0,475,0.0,305,50,43,79.0,0.35,250,72,46.0,370.0,32.0,0.9
Junagadh,Goraj1,7.93,925.0,620,0.0,329,114,46,41.0,1.26,270,64,27.0,270.0,113.0,2.0
Junagadh,Jargali,8.18,615.0,412,0.0,305,28,12,61.0,0.36,250,24,60.0,310.0,25.0,0.8
Junagadh,Junagadh1,7.99,980.0,657,0.0,268,149,60,16.0,0.3,220,72,34.0,320.0,82.0,2.2
Junagadh,Juthal,8.04,678.0,454,0.0,244,92,18,6.0,0.35,200,76,26.0,290.0,29.0,3.9
Junagadh,Kalej,7.37,7280.0,4878,0.0,146,2556,120,113.0,0.45,120,960,268.0,3250.0,339.0,3.7
Junagadh,Kanek,7.39,9891.0,6627,0.0,220,3124,24,409.0,0.3,180,112,170.0,3500.0,731.0,17.9
Junagadh,Kansari,8.19,1442.0,966,0.0,622,121,35,33.0,0.2,510,100,60.0,500.0,113.0,12.3
Junagadh,Kewarda,7.88,996.0,667,0.0,183,206,130,5.0,0.28,150,56,36.0,290.0,120.0,22.8
Junagadh,Khambalia1,7.76,3926.0,2630,0.0,342,966,34,258.0,0.3,280,272,34.0,820.0,523.0,17.2
Junagadh,Khokharda,8.1,2553.0,1711,0.0,634,440,46,103.0,0.88,520,120,88.0,660.0,292.0,6.0
Junagadh,Khorada1,8.07,2688.0,1801,0.0,293,596,14,200.0,0.28,240,144,49.0,560.0,346.0,29.6
Junagadh,Khoras ahir,7.8,1372.0,919,0.0,244,249,70,120.0,0.28,200,96,66.0,510.0,105.0,1.0
Junagadh,Kodinar1,7.93,2000.0,1340,0.0,415,432,33,78.0,0.75,340,76,142.0,780.0,132.0,1.4
Junagadh,Kukaswada,7.47,8320.0,5574,0.0,122,2450,28,566.0,0.2,100,700,49.0,1950.0,1041.0,2.9
Junagadh,Lohej,7.31,8453.0,5664,0.0,317,2840,37,628.0,0.44,260,320,377.0,2350.0,1220.0,24.6
Junagadh,Maktupur1,7.37,10680.0,7156,0.0,146,3799,26,594.0,0.02,120,460,413.0,2850.0,1535.0,12.1
Junagadh,Manketara,7.96,1366.0,915,0.0,256,320,41,13.0,0.62,210,92,41.0,400.0,145.0,2.9
Junagadh,Mendarda1,8.21,758.0,508,0.0,305,57,36,17.0,0.53,250,60,19.0,230.0,69.0,0.6
Junagadh,Moraj,7.98,674.0,452,0.0,232,57,14,63.0,0.57,190,56,34.0,280.0,32.0,0.4
Junagadh,Patla,8.12,615.0,412,0.0,195,107,11,0.0,0.47,160,44,27.0,220.0,47.0,0.2
Junagadh,Prasli,8.11,951.0,637,0.0,366,106,26,67.0,1.32,300,52,53.0,350.0,90.0,3.5
Junagadh,Prempara,7.95,1160.0,777,0.0,415,106,70,92.0,0.3,340,104,67.0,540.0,48.0,1.3
Junagadh,Sametar,8.17,1441.0,965,0.0,464,206,49,61.0,0.11,380,60,79.0,480.0,137.0,1.1
Junagadh,Sepa,8.07,3973.0,2662,0.0,512,753,1,478.0,1.48,420,64,83.0,500.0,689.0,10.0
Junagadh,Seriakhan,7.88,2007.0,1345,0.0,220,383,165,137.0,0.48,180,144,58.0,600.0,186.0,0.9
Junagadh,Shardagram,7.54,12250.0,8208,0.0,195,3444,22,926.0,0.34,160,480,231.0,2150.0,1800.0,10.7
Junagadh,Sil,8.18,1584.0,1061,0.0,146,376,115,39.0,0.01,120,144,32.0,490.0,138.0,9.9
Junagadh,Sil bandar,7.93,4275.0,2864,0.0,232,1193,35,198.0,0.5,190,176,83.0,780.0,621.0,21.9
Junagadh,Una2,8.19,1945.0,1303,0.0,573,276,130,72.0,1.5,470,56,134.0,700.0,160.0,0.6
Junagarh,Anandpur,8.04,1726.0,1156,0.0,366,369,90,26.0,0.82,300,160,726.0,720.0,96.0,1.4
Junagarh,Chokhli,8.25,1518.0,1017,0.0,366,192,100,109.0,0.6,300,52,63.0,390.0,175.0,1.7
Junagarh,Govindpara,7.87,705.0,472,0.0,293,50,16,49.0,0.88,240,60,38.0,310.0,31.0,1.5
Junagarh,Kasiya naka,7.89,792.0,531,0.0,329,43,9,71.0,0.05,270,68,46.0,360.0,24.0,0.1
Junagarh,Kenedipur,8.1,601.0,403,0.0,268,50,12,8.0,0.28,220,32,44.0,260.0,23.0,0.3
Junagarh,Saradiya,7.97,1906.0,1277,0.0,244,518,4,15.0,0.23,200,920,58.0,470.0,225.0,2.7
Kacchh,Bambhedai,7.83,8320.0,5574,0.0,195,2765,10,32.0,1.1,160,280,156.0,1350.0,1290.0,6.2
Kacchh,Ughedi,7.77,7514.0,5034,0.0,293,1985,43,687.0,0.77,240,280,276.0,1850.0,910.0,5.7
Kacchh,vadala,7.83,3905.0,2616,0.0,415,1134,15,38.0,1.2,340,240,24.0,700.0,605.0,3.3
Kachchh,Bhadia mota,8.08,2000.0,1340,0.0,488,447,12,347.0,0.7,400,92,10.0,270.0,341.0,360.0
Kachchh,Bhadreshwar,8.09,1762.0,1181,0.0,329,425,6,10.0,1.8,270,132,26.0,440.0,210.0,9.2
Kachchh,Bhuj1,8.2,743.0,498,0.0,281,106,6,5.0,0.48,230,88,7.0,250.0,66.0,9.0
Kachchh,Chandranagar,8.06,3904.0,2616,0.0,366,1170,2,96.0,1.35,300,180,144.0,1050.0,472.0,13.0
Kachchh,Deshalpur rapar,8.2,1480.0,992,0.0,146,291,8,217.0,0.05,120,52,62.0,390.0,174.0,16.7
Kachchh,Devisar,8.26,2002.0,1341,0.0,329,390,44,140.0,1.8,270,112,77.0,600.0,190.0,36.0
